ID,Prob1
891, 0.12
892, 0.36
893, 0.28
894, 0.12
895, 0.32
896, 0.52
897, 0.12
898, 0.52
899, 0.08
900, 0.80
901, 0.80
902, 0.80
903, 0.24
904, 0.76
905, 0.48
906, 0.20
907, 0.56
908, 0.72
909, 0.48
910, 0.80
911, 0.04
912, 0.28
913, 0.24
914, 0.16
915, 0.40
916, 0.36
917, 0.24
918, 0.20
919, 0.36
920, 0.16
921, 0.64
922, 0.28
923, 0.52
924, 0.92
925, 0.08
926, 0.16
927, 0.36
928, 0.32
929, 0.16
930, 0.04
931, 0.04
932, 0.00
933, 0.40
934, 0.12
935, 0.20
936, 0.12
937, 0.40
938, 0.56
939, 0.76
940, 0.24
941, 0.36
942, 1.00
943, 0.40
944, 0.20
945, 0.12
946, 0.52
947, 0.40
948, 0.12
949, 0.20
950, 0.16
951, 0.20
952, 0.20
953, 0.84
954, 0.20
955, 0.40
956, 0.08
957, 0.12
958, 0.60
959, 0.36
960, 0.28
961, 0.16
962, 0.08
963, 0.32
964, 0.08
965, 0.04
966, 0.36
967, 0.28
968, 0.08
969, 0.28
970, 0.68
971, 0.76
972, 0.36
973, 0.48
974, 0.56
975, 0.56
976, 0.00
977, 0.12
978, 0.36
979, 0.00
980, 0.52
981, 0.64
982, 0.40
983, 0.08
984, 0.64
985, 0.04
986, 0.08
987, 0.12
988, 0.12
989, 0.04
990, 0.00
991, 0.00
992, 0.36
993, 0.64
994, 0.08
995, 0.16
996, 0.52
997, 0.32
998, 0.24
999, 0.32
1000, 0.16
1001, 0.60
1002, 0.52
1003, 0.20
1004, 0.60
1005, 0.16
1006, 0.28
1007, 0.72
1008, 0.12
1009, 0.48
1010, 0.04
1011, 0.24
1012, 0.24
1013, 0.60
1014, 0.68
1015, 0.28
1016, 0.52
1017, 0.48
1018, 0.56
1019, 0.40
1020, 0.28
1021, 0.28
1022, 0.04
1023, 0.68
1024, 0.04
1025, 0.48
1026, 0.12
1027, 0.68
1028, 0.64
1029, 0.48
1030, 0.60
1031, 0.20
1032, 0.12
1033, 0.44
1034, 0.20
1035, 0.12
1036, 0.12
1037, 0.32
1038, 0.32
1039, 0.24
1040, 0.40
1041, 0.48
1042, 0.08
1043, 0.48
1044, 0.00
1045, 0.12
1046, 0.40
1047, 0.36
1048, 0.56
1049, 0.60
1050, 0.28
1051, 0.16
1052, 0.04
1053, 0.04
1054, 0.24
1055, 0.32
1056, 0.20
1057, 0.28
1058, 0.04
1059, 0.12
1060, 0.08
1061, 0.08
1062, 0.56
1063, 0.68
1064, 0.12
1065, 0.12
1066, 0.44
1067, 0.36
1068, 0.24
1069, 0.12
1070, 0.88
1071, 0.12
1072, 0.24
1073, 0.20
1074, 0.08
1075, 0.28
1076, 0.32
1077, 0.36
1078, 0.40
1079, 0.24
1080, 0.56
1081, 0.16
1082, 0.32
1083, 0.56
1084, 0.36
1085, 0.20
1086, 0.04
1087, 0.36
1088, 0.12
1089, 0.36
1090, 0.48
1091, 0.12
1092, 0.20
1093, 0.04
1094, 0.04
1095, 0.08
1096, 0.00
1097, 0.40
1098, 0.20
1099, 0.16
1100, 0.20
1101, 0.40
1102, 0.44
1103, 0.32
1104, 0.16
1105, 0.20
1106, 0.40
1107, 0.52
1108, 0.24
1109, 0.24
1110, 0.52
1111, 0.32
1112, 0.84
1113, 0.04
1114, 0.20
1115, 0.60
1116, 0.52
1117, 0.36
1118, 0.08
1119, 0.76
1120, 0.32
1121, 0.12
1122, 0.16
1123, 0.08
1124, 0.28
1125, 0.32
1126, 0.08
1127, 0.12
1128, 0.24
1129, 0.36
1130, 0.44
1131, 0.24
1132, 0.20
1133, 0.80
1134, 0.60
1135, 0.12
1136, 0.72
1137, 0.12
1138, 0.24
1139, 0.60
1140, 0.28
1141, 0.28
1142, 0.32
1143, 0.28
1144, 0.84
1145, 0.08
1146, 0.20
1147, 0.04
1148, 0.28
1149, 0.44
1150, 0.16
1151, 0.24
1152, 0.28
1153, 0.08
1154, 0.08
1155, 0.16
1156, 0.00
1157, 0.08
1158, 0.76
1159, 0.60
1160, 0.12
1161, 0.00
1162, 0.00
1163, 0.60
1164, 0.16
1165, 0.80
1166, 0.24
1167, 0.16
1168, 0.12
1169, 0.20
1170, 0.24
1171, 0.12
1172, 0.12
1173, 0.48
1174, 0.44
1175, 0.20
1176, 0.76
1177, 0.64
1178, 0.40
1179, 0.16
1180, 0.24
1181, 0.00
1182, 0.00
1183, 0.52
1184, 0.52
1185, 0.48
1186, 0.40
1187, 0.08
1188, 0.56
1189, 0.44
1190, 0.08
1191, 0.20
1192, 0.36
1193, 0.52
1194, 0.28
1195, 0.24
1196, 0.16
1197, 0.16
1198, 0.72
1199, 0.80
1200, 0.80
1201, 0.24
1202, 0.64
1203, 0.20
1204, 0.28
1205, 0.56
1206, 0.44
1207, 0.20
1208, 0.00
1209, 0.76
1210, 0.36
1211, 0.00
1212, 0.48
1213, 0.32
1214, 0.08
1215, 0.28
1216, 0.08
1217, 0.04
1218, 0.16
1219, 0.36
1220, 0.24
1221, 0.08
1222, 0.40
1223, 0.32
1224, 0.12
1225, 0.12
1226, 0.12
1227, 0.32
1228, 0.28
1229, 0.60
1230, 0.68
1231, 0.16
1232, 0.44
1233, 0.40
1234, 0.16
1235, 0.44
1236, 0.24
1237, 0.40
1238, 0.32
1239, 0.92
1240, 0.24
1241, 0.60
1242, 0.92
1243, 0.00
1244, 0.04
1245, 0.36
1246, 0.72
1247, 0.68
1248, 0.68
1249, 0.04
1250, 0.48
1251, 0.08
1252, 0.56
1253, 0.36
1254, 0.24
1255, 0.20
1256, 0.76
1257, 0.16
1258, 0.12
1259, 0.28
1260, 0.04
1261, 0.60
1262, 0.44
1263, 0.00
1264, 0.20
1265, 0.20
1266, 0.72
1267, 0.28
1268, 0.28
1269, 0.28
1270, 0.48
1271, 0.16
1272, 0.08
1273, 0.04
1274, 0.20
1275, 0.20
1276, 0.24
1277, 0.12
1278, 0.76
1279, 0.20
1280, 0.52
1281, 0.08
1282, 0.12
1283, 0.28
1284, 0.36
1285, 0.36
1286, 0.16
1287, 0.24
1288, 0.32
1289, 0.04
1290, 0.72
1291, 0.36
1292, 0.16
1293, 0.84
1294, 0.68
1295, 0.04
1296, 0.44
1297, 0.32
1298, 0.24
1299, 0.40
1300, 0.12
1301, 0.32
1302, 0.20
1303, 0.36
1304, 0.52
1305, 0.28
1306, 0.08
1307, 0.44
1308, 0.04
1309, 0.12
1310, 0.16
1311, 0.48
1312, 0.56
1313, 0.36
1314, 0.00
1315, 0.16
1316, 0.08
1317, 0.80
1318, 0.24
1319, 0.20
1320, 0.48
1321, 0.32
1322, 0.20
1323, 0.00
1324, 0.76
1325, 0.56
1326, 0.20
1327, 0.60
1328, 0.40
1329, 0.00
1330, 0.12
1331, 0.16
1332, 0.20
1333, 0.08
1334, 0.48
1335, 0.04
1336, 0.24
1337, 0.12
1338, 0.20
1339, 0.08
1340, 0.44
1341, 0.96
1342, 0.68
1343, 0.84
1344, 0.48
1345, 0.12
1346, 0.20
1347, 0.32
1348, 0.28
1349, 0.28
1350, 0.00
1351, 0.12
1352, 0.20
1353, 0.00
1354, 0.20
1355, 0.40
1356, 0.16
1357, 0.24
1358, 0.16
1359, 0.04
1360, 0.32
1361, 0.52
1362, 0.32
1363, 0.16
1364, 0.12
1365, 0.36
1366, 0.76
1367, 0.44
1368, 0.20
1369, 0.64
1370, 0.08
1371, 0.20
1372, 0.40
1373, 0.52
1374, 0.04
1375, 0.12
1376, 0.08
1377, 0.08
1378, 0.12
1379, 0.64
1380, 0.16
1381, 0.84
1382, 0.20
1383, 0.44
1384, 0.24
1385, 0.32
1386, 0.64
1387, 0.24
1388, 0.08
1389, 0.20
1390, 0.64
1391, 0.72
1392, 0.52
1393, 0.56
1394, 0.28
1395, 0.08
1396, 0.72
1397, 0.16
1398, 0.20
1399, 0.32
1400, 0.08
1401, 0.20
1402, 0.44
1403, 0.20
1404, 0.92
1405, 0.16
1406, 0.56
1407, 0.64
1408, 0.48
1409, 0.24
1410, 0.76
1411, 0.72
1412, 0.20
1413, 0.04
1414, 0.00
1415, 0.52
1416, 0.12
1417, 0.20
1418, 0.68
1419, 0.32
1420, 0.04
1421, 0.04
1422, 0.48
1423, 0.32
1424, 0.88
1425, 0.32
1426, 0.12
1427, 0.12
1428, 0.08
1429, 0.16
1430, 0.24
1431, 0.60
1432, 0.36
1433, 0.40
1434, 0.24
1435, 0.32
1436, 0.24
1437, 0.32
1438, 0.12
1439, 0.08
1440, 0.40
1441, 0.28
1442, 0.60
1443, 0.20
1444, 0.16
1445, 0.44
1446, 0.40
1447, 0.52
1448, 0.56
1449, 0.04
1450, 0.20
1451, 0.44
1452, 0.04
1453, 0.20
1454, 0.16
1455, 0.12
1456, 0.16
1457, 0.40
1458, 0.64
1459, 0.76
1460, 0.04
1461, 0.24
1462, 0.72
1463, 0.08
1464, 0.28
1465, 0.32
1466, 0.24
1467, 0.12
1468, 0.80
1469, 0.56
1470, 0.08
1471, 0.44
1472, 0.80
1473, 0.36
1474, 0.12
1475, 0.68
1476, 0.08
1477, 0.36
1478, 0.40
1479, 0.32
1480, 0.24
1481, 0.28
1482, 0.64
1483, 0.04
1484, 0.68
1485, 0.12
1486, 0.08
1487, 0.00
1488, 0.64
1489, 0.20
1490, 0.00
1491, 0.64
1492, 0.60
1493, 0.20
1494, 0.56
1495, 0.60
1496, 0.76
1497, 0.08
1498, 0.12
1499, 0.64
1500, 0.64
1501, 0.48
1502, 0.32
1503, 0.76
1504, 0.04
1505, 0.04
1506, 0.28
1507, 0.24
1508, 0.12
1509, 0.24
1510, 0.20
1511, 0.32
1512, 0.04
1513, 0.36
1514, 0.16
1515, 0.12
1516, 0.20
1517, 0.08
1518, 0.32
1519, 0.92
1520, 0.08
1521, 0.20
1522, 0.52
1523, 0.28
1524, 0.12
1525, 0.16
1526, 0.52
1527, 0.28
1528, 0.16
1529, 0.76
1530, 0.52
1531, 0.24
1532, 0.40
1533, 0.28
1534, 0.36
1535, 0.52
1536, 0.08
1537, 0.68
1538, 0.68
1539, 0.56
1540, 0.64
1541, 0.40
1542, 0.04
1543, 0.24
1544, 0.28
1545, 0.08
1546, 0.20
1547, 0.16
1548, 0.20
1549, 0.88
1550, 0.24
1551, 0.28
1552, 0.20
1553, 0.08
1554, 0.40
1555, 0.76
1556, 0.04
1557, 0.72
1558, 0.80
1559, 0.36
1560, 0.36
1561, 0.24
1562, 0.40
1563, 0.48
1564, 0.52
1565, 0.60
1566, 0.40
1567, 0.16
1568, 0.80
1569, 0.16
1570, 0.28
1571, 0.28
1572, 0.24
1573, 0.32
1574, 0.84
1575, 0.00
1576, 0.28
1577, 0.04
1578, 0.20
1579, 0.32
1580, 0.32
1581, 0.20
1582, 0.08
1583, 0.84
1584, 0.32
1585, 0.68
1586, 0.08
1587, 0.20
1588, 0.92
1589, 0.16
1590, 0.72
1591, 0.04
1592, 0.40
1593, 0.36
1594, 0.48
1595, 0.12
1596, 0.16
1597, 0.64
1598, 0.44
1599, 0.20
1600, 0.56
1601, 0.56
1602, 0.16
1603, 0.28
1604, 0.52
1605, 0.12
1606, 0.36
1607, 0.20
1608, 0.16
1609, 0.12
1610, 0.32
1611, 0.08
1612, 0.28
1613, 0.08
1614, 0.08
1615, 0.24
1616, 0.36
1617, 0.72
1618, 0.00
1619, 0.80
1620, 0.20
1621, 0.96
1622, 0.24
1623, 0.16
1624, 0.72
1625, 0.36
1626, 0.20
1627, 0.40
1628, 0.16
1629, 0.32
1630, 0.72
1631, 0.56
1632, 0.64
1633, 0.32
1634, 0.40
1635, 0.44
1636, 0.24
1637, 0.20
1638, 0.28
1639, 0.04
1640, 0.20
1641, 0.24
1642, 0.32
1643, 0.28
1644, 0.40
1645, 0.52
1646, 0.76
1647, 0.92
1648, 0.40
1649, 0.04
1650, 0.16
1651, 0.28
1652, 0.28
1653, 0.04
1654, 0.92
1655, 0.16
1656, 0.12
1657, 0.12
1658, 0.32
1659, 0.20
1660, 0.52
1661, 0.28
1662, 0.24
1663, 0.08
1664, 0.04
1665, 0.08
1666, 0.32
1667, 0.24
1668, 0.24
1669, 0.56
1670, 0.44
1671, 0.16
1672, 0.16
1673, 0.28
1674, 0.60
1675, 0.28
1676, 0.24
1677, 0.04
1678, 0.08
1679, 0.24
1680, 0.76
1681, 0.20
1682, 0.32
1683, 0.12
1684, 0.08
1685, 0.32
1686, 0.88
1687, 0.12
1688, 0.20
1689, 0.12
1690, 0.12
1691, 0.08
1692, 0.84
1693, 0.52
1694, 0.56
1695, 0.40
1696, 0.32
1697, 0.48
1698, 0.60
1699, 0.04
1700, 0.68
1701, 0.20
1702, 0.60
1703, 0.08
1704, 0.52
1705, 0.28
1706, 0.56
1707, 0.04
1708, 0.04
1709, 0.36
1710, 0.60
1711, 0.32
1712, 0.12
1713, 0.48
1714, 0.40
1715, 0.24
1716, 0.44
1717, 0.20
1718, 0.08
1719, 0.32
1720, 0.16
1721, 0.40
1722, 0.16
1723, 0.04
1724, 0.92
1725, 0.00
1726, 0.92
1727, 0.00
1728, 0.40
1729, 0.36
1730, 0.24
1731, 0.04
1732, 0.32
1733, 0.12
1734, 0.00
1735, 0.24
1736, 0.20
1737, 0.20
1738, 0.56
1739, 0.08
1740, 0.20
1741, 0.24
1742, 0.12
1743, 0.60
1744, 0.52
1745, 0.16
1746, 0.24
1747, 0.12
1748, 0.20
1749, 0.28
1750, 0.08
1751, 0.36
1752, 0.16
1753, 0.36
1754, 0.00
1755, 0.36
1756, 0.68
1757, 0.40
1758, 0.00
1759, 0.32
1760, 0.48
1761, 0.52
1762, 0.08
1763, 0.12
1764, 0.12
1765, 0.44
1766, 0.16
1767, 0.28
1768, 0.24
1769, 0.56
1770, 0.16
1771, 0.12
1772, 0.08
1773, 0.28
1774, 0.44
1775, 0.40
1776, 0.40
1777, 0.12
1778, 0.12
1779, 0.36
1780, 0.32
1781, 0.68
1782, 0.60
1783, 0.12
1784, 0.52
1785, 0.12
1786, 0.08
1787, 0.00
1788, 0.28
1789, 0.00
1790, 0.36
1791, 0.32
1792, 0.84
1793, 0.24
1794, 0.12
1795, 0.08
1796, 0.20
1797, 0.60
1798, 0.16
1799, 0.20
1800, 0.28
1801, 0.72
1802, 0.20
1803, 0.00
1804, 0.28
1805, 0.24
1806, 0.36
1807, 0.16
1808, 0.20
1809, 0.16
1810, 0.32
1811, 0.24
1812, 0.36
1813, 0.20
1814, 0.96
1815, 0.32
1816, 0.36
1817, 0.20
1818, 0.56
1819, 0.16
1820, 0.20
1821, 0.48
1822, 0.24
1823, 0.32
1824, 0.16
1825, 0.24
1826, 0.20
1827, 0.24
1828, 0.48
1829, 0.48
1830, 0.16
1831, 0.16
1832, 0.28
1833, 0.12
1834, 0.32
1835, 0.48
1836, 0.16
1837, 0.12
1838, 0.68
1839, 0.56
1840, 0.16
1841, 0.52
1842, 0.24
1843, 0.16
1844, 0.96
1845, 0.72
1846, 0.36
1847, 0.08
1848, 0.20
1849, 0.32
1850, 0.08
1851, 0.08
1852, 0.48
1853, 0.04
1854, 0.24
1855, 0.60
1856, 0.48
1857, 0.16
1858, 0.08
1859, 0.52
1860, 0.04
1861, 0.12
1862, 0.04
1863, 0.52
1864, 0.12
1865, 0.04
1866, 0.08
1867, 0.04
1868, 0.56
1869, 0.76
1870, 0.12
1871, 0.32
1872, 0.20
