ID,Prob1
1257, 0.24
1258, 0.04
1259, 0.12
1260, 0.04
1261, 0.04
1262, 0.00
1263, 0.24
1264, 0.60
1265, 0.04
1266, 0.12
1267, 0.72
1268, 0.36
1269, 0.12
1270, 0.08
1271, 0.28
1272, 0.36
1273, 0.00
1274, 0.12
1275, 0.16
1276, 0.20
1277, 0.08
1278, 0.16
1279, 0.00
1280, 0.12
1281, 0.00
1282, 0.16
1283, 0.12
1284, 0.28
1285, 0.16
1286, 0.92
1287, 0.36
1288, 0.52
1289, 0.28
1290, 0.36
1291, 0.12
1292, 0.20
1293, 0.44
1294, 0.00
1295, 0.72
1296, 0.00
1297, 0.04
1298, 0.00
1299, 0.00
1300, 0.20
1301, 0.88
1302, 0.04
1303, 0.56
1304, 1.00
1305, 0.08
1306, 0.04
1307, 0.08
1308, 0.04
1309, 0.40
1310, 0.08
1311, 0.04
1312, 0.04
1313, 0.00
1314, 0.04
1315, 0.28
1316, 0.04
1317, 0.16
1318, 0.00
1319, 0.16
1320, 0.08
1321, 0.20
1322, 0.24
1323, 0.20
1324, 0.96
1325, 0.00
1326, 0.32
1327, 0.68
1328, 0.08
1329, 0.12
1330, 0.08
1331, 0.08
1332, 0.08
1333, 0.72
1334, 0.00
1335, 0.08
1336, 0.00
1337, 0.84
1338, 0.20
1339, 0.16
1340, 0.12
1341, 0.68
1342, 0.36
1343, 0.20
1344, 0.80
1345, 0.16
1346, 0.04
1347, 0.04
1348, 0.08
1349, 0.28
1350, 0.48
1351, 0.08
1352, 0.28
1353, 0.72
1354, 0.52
1355, 0.84
1356, 0.32
1357, 0.16
1358, 0.04
1359, 0.04
1360, 0.36
1361, 0.56
1362, 0.00
1363, 0.08
1364, 0.16
1365, 0.00
1366, 0.04
1367, 0.32
1368, 0.00
1369, 0.84
1370, 0.04
1371, 0.08
1372, 0.48
1373, 0.12
1374, 0.24
1375, 0.56
1376, 0.36
1377, 0.20
1378, 0.04
1379, 0.24
1380, 0.08
1381, 0.20
1382, 0.00
1383, 0.92
1384, 0.28
1385, 0.56
1386, 0.00
1387, 0.56
1388, 0.72
1389, 0.20
1390, 0.64
1391, 0.04
1392, 0.36
1393, 0.12
1394, 0.16
1395, 0.20
1396, 0.88
1397, 0.08
1398, 0.00
1399, 0.56
1400, 0.52
1401, 0.56
1402, 0.64
1403, 0.12
1404, 0.56
1405, 0.32
1406, 0.28
1407, 0.08
1408, 0.20
1409, 0.12
1410, 0.08
1411, 0.52
1412, 0.56
1413, 0.04
1414, 0.12
1415, 0.04
1416, 0.12
1417, 0.80
1418, 0.48
1419, 0.00
1420, 0.32
1421, 0.32
1422, 0.40
1423, 0.08
1424, 0.16
1425, 0.08
1426, 0.00
1427, 0.64
1428, 0.88
1429, 0.12
1430, 0.52
1431, 0.04
1432, 0.12
1433, 0.00
1434, 0.64
1435, 0.80
1436, 0.20
1437, 0.04
1438, 0.04
1439, 0.16
1440, 0.08
1441, 0.04
1442, 0.16
1443, 0.56
1444, 0.08
1445, 0.36
1446, 0.04
1447, 0.60
1448, 0.44
1449, 0.04
1450, 0.64
1451, 0.20
1452, 0.00
1453, 0.12
1454, 0.92
1455, 0.08
1456, 0.92
1457, 0.08
1458, 0.20
1459, 0.36
1460, 0.24
1461, 0.36
1462, 0.12
1463, 0.16
1464, 0.92
1465, 0.80
1466, 0.92
1467, 0.56
1468, 0.04
1469, 0.04
1470, 0.44
1471, 0.16
1472, 0.04
1473, 0.40
1474, 0.04
1475, 0.24
1476, 0.96
1477, 0.00
1478, 0.28
1479, 0.00
1480, 0.48
1481, 0.20
1482, 0.04
1483, 0.04
1484, 0.72
1485, 0.64
1486, 0.12
1487, 0.04
1488, 0.48
1489, 0.36
1490, 0.16
1491, 0.60
1492, 0.40
1493, 0.32
1494, 0.08
1495, 0.40
1496, 0.20
1497, 0.28
1498, 0.36
1499, 0.04
1500, 0.72
1501, 0.28
1502, 0.20
1503, 0.08
1504, 0.44
1505, 0.60
1506, 0.44
1507, 0.60
1508, 0.04
1509, 0.24
1510, 0.20
1511, 0.60
1512, 0.52
1513, 0.24
1514, 0.00
1515, 0.16
1516, 0.28
1517, 0.12
1518, 0.44
1519, 0.04
1520, 0.56
1521, 0.08
1522, 0.32
1523, 0.68
1524, 0.28
1525, 0.16
1526, 0.72
1527, 0.28
1528, 0.08
1529, 0.20
1530, 0.12
1531, 0.16
1532, 0.80
1533, 0.04
1534, 0.04
1535, 0.88
1536, 0.04
1537, 0.84
1538, 0.24
1539, 0.96
1540, 0.04
1541, 0.08
1542, 0.08
1543, 0.12
1544, 0.12
1545, 0.52
1546, 0.00
1547, 0.76
1548, 0.24
1549, 0.40
1550, 0.12
1551, 0.84
1552, 0.44
1553, 0.08
1554, 0.28
1555, 0.08
1556, 0.40
1557, 0.08
1558, 0.08
1559, 0.36
1560, 0.24
1561, 0.08
1562, 0.08
1563, 0.16
1564, 0.12
1565, 0.32
1566, 0.12
1567, 0.16
1568, 0.12
1569, 0.20
1570, 0.32
1571, 0.96
1572, 0.24
1573, 0.32
1574, 0.16
1575, 0.12
1576, 0.24
1577, 0.00
1578, 0.52
1579, 0.32
1580, 0.12
1581, 0.08
1582, 0.40
1583, 0.04
1584, 0.04
1585, 0.16
1586, 0.00
1587, 0.04
1588, 0.04
1589, 0.00
1590, 0.00
1591, 0.52
1592, 0.40
1593, 0.64
1594, 0.00
1595, 0.32
1596, 0.16
1597, 0.28
1598, 0.16
1599, 0.00
1600, 0.32
1601, 0.00
1602, 0.04
1603, 0.32
1604, 0.44
1605, 0.00
1606, 0.20
1607, 0.84
1608, 0.64
1609, 0.36
1610, 0.00
1611, 0.04
1612, 0.12
1613, 0.52
1614, 0.12
1615, 0.28
1616, 0.28
1617, 0.84
1618, 0.80
1619, 0.24
1620, 0.00
1621, 0.08
1622, 0.28
1623, 0.56
1624, 0.00
1625, 0.12
1626, 0.44
1627, 0.12
1628, 0.16
1629, 0.00
1630, 0.08
1631, 0.40
1632, 0.16
1633, 0.76
1634, 0.60
1635, 0.08
1636, 0.28
1637, 0.08
1638, 0.52
1639, 0.32
1640, 0.12
1641, 0.04
1642, 0.52
1643, 0.40
1644, 0.20
1645, 0.20
1646, 0.12
1647, 0.00
1648, 0.12
1649, 0.04
1650, 0.28
1651, 0.64
1652, 0.44
1653, 0.12
1654, 0.64
1655, 0.08
1656, 0.44
1657, 0.24
1658, 0.12
1659, 0.68
1660, 0.28
1661, 0.72
1662, 0.80
1663, 0.24
1664, 0.08
1665, 0.00
1666, 0.12
1667, 0.00
1668, 0.00
1669, 0.80
1670, 0.04
1671, 0.12
1672, 0.24
1673, 0.32
1674, 0.56
1675, 0.24
1676, 0.20
1677, 0.44
1678, 0.80
1679, 0.52
1680, 0.04
1681, 0.08
1682, 0.08
1683, 0.16
1684, 0.16
1685, 0.80
1686, 0.92
1687, 0.56
1688, 0.24
1689, 0.08
1690, 0.08
1691, 0.12
1692, 0.08
1693, 0.24
1694, 0.84
1695, 0.36
1696, 0.12
1697, 0.08
1698, 0.04
1699, 0.32
1700, 0.12
1701, 0.00
1702, 0.36
1703, 0.20
1704, 0.16
1705, 0.16
1706, 0.44
1707, 0.28
1708, 0.04
1709, 0.04
1710, 0.12
1711, 0.44
1712, 0.36
1713, 0.08
1714, 0.24
1715, 0.00
1716, 0.08
1717, 0.96
1718, 0.24
1719, 0.32
1720, 0.32
1721, 0.56
1722, 0.16
1723, 0.36
1724, 0.20
1725, 0.12
1726, 0.04
1727, 0.28
1728, 0.60
1729, 0.20
1730, 0.88
1731, 0.00
1732, 0.08
1733, 0.40
1734, 0.16
1735, 0.12
1736, 0.12
1737, 0.08
1738, 0.28
1739, 0.16
1740, 0.80
1741, 0.44
1742, 0.24
1743, 0.00
1744, 0.20
1745, 0.08
1746, 0.00
1747, 0.40
1748, 0.36
1749, 0.80
1750, 1.00
1751, 0.32
1752, 0.08
1753, 0.28
1754, 0.00
1755, 0.92
1756, 0.08
1757, 0.32
1758, 0.04
1759, 0.20
1760, 0.56
1761, 0.00
1762, 0.80
1763, 0.08
1764, 0.28
1765, 0.20
1766, 0.64
1767, 1.00
1768, 0.08
1769, 0.24
1770, 0.20
1771, 0.44
1772, 0.80
1773, 0.12
1774, 0.04
1775, 0.08
1776, 0.12
1777, 0.16
1778, 0.20
1779, 0.84
1780, 0.44
1781, 0.32
1782, 0.48
1783, 0.36
1784, 0.20
1785, 0.20
1786, 0.40
1787, 0.16
1788, 0.20
1789, 0.04
1790, 0.00
1791, 0.48
1792, 0.00
1793, 0.20
1794, 0.28
1795, 0.16
1796, 0.08
1797, 0.08
1798, 0.08
1799, 0.24
1800, 0.72
1801, 0.12
1802, 0.00
1803, 0.44
1804, 0.12
1805, 0.16
1806, 0.16
1807, 0.60
1808, 0.08
1809, 0.64
1810, 0.16
1811, 0.56
1812, 0.56
1813, 0.36
1814, 0.32
1815, 0.08
1816, 0.28
1817, 0.08
1818, 0.04
1819, 0.16
1820, 0.20
1821, 0.04
1822, 0.00
1823, 0.24
1824, 0.44
1825, 0.28
1826, 0.88
1827, 0.04
1828, 0.12
1829, 0.32
1830, 0.32
1831, 0.00
1832, 0.68
1833, 0.80
1834, 0.00
1835, 0.28
1836, 0.64
1837, 0.40
1838, 0.08
1839, 0.68
1840, 0.16
1841, 0.60
1842, 0.16
1843, 0.24
1844, 0.16
1845, 0.36
1846, 0.12
1847, 0.00
1848, 0.12
1849, 0.08
1850, 0.84
1851, 0.00
1852, 0.08
1853, 0.52
1854, 0.08
1855, 0.00
1856, 0.08
1857, 0.04
1858, 0.08
1859, 0.00
1860, 0.00
1861, 0.04
1862, 0.12
1863, 0.36
1864, 0.84
1865, 0.00
1866, 0.68
1867, 0.28
1868, 0.40
1869, 0.92
1870, 0.52
1871, 0.08
1872, 0.00
